Date,LOC,RING,Sold_bandwidth,Utilized_bandwidth
09-11-2021,chennai to kadappa,EIR,129.8,9.9
09-11-2021,chennai to chennai vsb,EIR,124.4,1.4
09-11-2021,chennai to hyderabad,EIR,108,0.6
09-11-2021,hyderabad to kadappa 1,GCIR,133.7,1.2
09-11-2021,kadappa to mumbai,GCIR,107,7.6
09-11-2021,hyderabad to mumbai 2 1,GCIR,96.1,0.6
09-11-2021,hyderabad to kadappa 2,NKCIR,11,0.8
09-11-2021,kadappa to pune,NKCIR,16.7,1.9
09-11-2021,delhi to noida,NNCIR,10.4,1.3
09-11-2021,gurgaon to delhi,NNCIR,9.5,0.4
09-11-2021,gurgaon to noida,NNCIR,9.2,0.6
09-11-2021,hyderabad to delhi,NNIR,1.9,1.4
09-11-2021,mumbai to delhi,NNIR,19.8,4
09-11-2021,delhi to delhi vsb,NNIR,18.8,1.8
09-11-2021,mumbai to pune,NWIR,52.6,5
09-11-2021,hyderabad to pune,NWIR,48.8,3.5
09-11-2021,hyderabad to mumbai 2,NWIR,49.1,2.3
09-11-2021,ahmadabad to mumbai,NR,2.1,0.8
09-11-2021,mumbai - mumbai vsb ,NR,231,9.3
09-11-2021,hyderabad to kolu,NR,1.6,0.03
09-11-2021,ernakullam to kadappa,NR,9.7,3.5
16-11-2021,chennai to kadappa,EIR,129.8,10.2
16-11-2021,chennai to chennai vsb,EIR,124.4,4.9
16-11-2021,chennai to hyderabad,EIR,108,4.7
16-11-2021,hyderabad to kadappa 1,GCIR,133.7,4.6
16-11-2021,kadappa to mumbai,GCIR,107,7
16-11-2021,hyderabad to mumbai 2 1,GCIR,96.1,4.6
16-11-2021,hyderabad to kadappa 2,NKCIR,11,2
16-11-2021,kadappa to pune,NKCIR,16.7,2.2
16-11-2021,delhi to noida,NNCIR,10.4,2.1
16-11-2021,gurgaon to delhi,NNCIR,9.5,1.6
16-11-2021,gurgaon to noida,NNCIR,9.2,1.8
16-11-2021,hyderabad to delhi,NNIR,1.9,1.6
16-11-2021,mumbai to delhi,NNIR,19.8,3.8
16-11-2021,delhi to delhi vsb,NNIR,18.8,3.1
16-11-2021,mumbai to pune,NWIR,52.6,6.2
16-11-2021,hyderabad to pune,NWIR,48.8,3.4
16-11-2021,hyderabad to mumbai 2,NWIR,49.1,2.8
16-11-2021,ahmadabad to mumbai,NR,2.1,1.3
16-11-2021,mumbai - mumbai vsb ,NR,231,8.5
16-11-2021,hyderabad to kolu,NR,1.6,0.01
16-11-2021,ernakullam to kadappa,NR,9.7,3
23-11-2021,chennai to kadappa,EIR,140,7.7
23-11-2021,chennai to chennai vsb,EIR,124.4,1.5
23-11-2021,chennai to hyderabad,EIR,110,1.9
23-11-2021,hyderabad to kadappa 1,GCIR,133.8,5.8
23-11-2021,kadappa to mumbai,GCIR,107,7.9
23-11-2021,hyderabad to mumbai 2 1,GCIR,96.1,5.7
23-11-2021,hyderabad to kadappa 2,NKCIR,11,0.8
23-11-2021,kadappa to pune,NKCIR,16.7,2
23-11-2021,delhi to noida,NNCIR,10.4,1.4
23-11-2021,gurgaon to delhi,NNCIR,9.3,0.3
23-11-2021,gurgaon to noida,NNCIR,9.2,1.1
23-11-2021,hyderabad to delhi,NNIR,2,1.4
23-11-2021,mumbai to delhi,NNIR,17.1,2.4
23-11-2021,delhi to delhi vsb,NNIR,18.6,1.8
23-11-2021,mumbai to pune,NWIR,54.6,5.8
23-11-2021,hyderabad to pune,NWIR,50.1,3
23-11-2021,hyderabad to mumbai 2,NWIR,51,1.5
23-11-2021,ahmadabad to mumbai,NR,2.1,0.8
23-11-2021,mumbai - mumbai vsb ,NR,217,9.3
23-11-2021,hyderabad to kolu,NR,1.6,0.04
23-11-2021,ernakullam to kadappa,NR,9.7,0.07
30-11-2021,chennai to kadappa,EIR,140.6,6.9
30-11-2021,chennai to chennai vsb,EIR,124.9,2
30-11-2021,chennai to hyderabad,EIR,110.4,0.8
30-11-2021,hyderabad to kadappa 1,GCIR,136.6,6
30-11-2021,kadappa to mumbai,GCIR,108.2,7.7
30-11-2021,hyderabad to mumbai 2 1,GCIR,98.3,6
30-11-2021,hyderabad to kadappa 2,NKCIR,11,0.8
30-11-2021,kadappa to pune,NKCIR,16.5,2.3
30-11-2021,delhi to noida,NNCIR,10.4,1.4
30-11-2021,gurgaon to delhi,NNCIR,9.3,0.4
30-11-2021,gurgaon to noida,NNCIR,9.2,0.8
30-11-2021,hyderabad to delhi,NNIR,2.3,1.4
30-11-2021,mumbai to delhi,NNIR,17.4,2.8
30-11-2021,delhi to delhi vsb,NNIR,19,2
30-11-2021,mumbai to pune,NWIR,54.6,6.8
30-11-2021,hyderabad to pune,NWIR,50.1,3.3
30-11-2021,hyderabad to mumbai 2,NWIR,51.1,1.2
30-11-2021,ahmadabad to mumbai,NR,9.1,0.8
30-11-2021,mumbai - mumbai vsb ,NR,215,9.5
30-11-2021,hyderabad to kolu,NR,1.2,0.003
30-11-2021,ernakullam to kadappa,NR,9.7,0.05
07-12-2021,chennai to kadappa,EIR,140.6,7
07-12-2021,chennai to chennai vsb,EIR,124.9,5
07-12-2021,chennai to hyderabad,EIR,110.4,5
07-12-2021,hyderabad to kadappa 1,GCIR,136.6,4
07-12-2021,kadappa to mumbai,GCIR,108.2,8
07-12-2021,hyderabad to mumbai 2 1,GCIR,98.3,1
07-12-2021,hyderabad to kadappa 2,NKCIR,11,0.8
07-12-2021,kadappa to pune,NKCIR,16.5,2.4
07-12-2021,delhi to noida,NNCIR,10.4,2.4
07-12-2021,gurgaon to delhi,NNCIR,9.3,0.5
07-12-2021,gurgaon to noida,NNCIR,9.2,0.9
07-12-2021,hyderabad to delhi,NNIR,2.3,1.5
07-12-2021,mumbai to delhi,NNIR,17.5,3.4
07-12-2021,delhi to delhi vsb,NNIR,19,1.8
07-12-2021,mumbai to pune,NWIR,54.6,5.8
07-12-2021,hyderabad to pune,NWIR,50.1,3.4
07-12-2021,hyderabad to mumbai 2,NWIR,51.1,1.6
07-12-2021,ahmadabad to mumbai,NR,9.1,0.8
07-12-2021,mumbai - mumbai vsb ,NR,215.7,5
07-12-2021,hyderabad to kolu,NR,1.2,0.07
07-12-2021,ernakullam to kadappa,NR,9.7,0.04
14-12-2021,chennai to kadappa,EIR,140.6,8.4
14-12-2021,chennai to chennai vsb,EIR,124.9,3.7
14-12-2021,chennai to hyderabad,EIR,110.4,4.7
14-12-2021,hyderabad to kadappa 1,GCIR,136.8,4.8
14-12-2021,kadappa to mumbai,GCIR,108.3,8.2
14-12-2021,hyderabad to mumbai 2 1,GCIR,98.4,4.6
14-12-2021,hyderabad to kadappa 2,NKCIR,11,0.8
14-12-2021,kadappa to pune,NKCIR,16.5,3.4
14-12-2021,delhi to noida,NNCIR,10.4,2.4
14-12-2021,gurgaon to delhi,NNCIR,8.3,1.8
14-12-2021,gurgaon to noida,NNCIR,8.2,1.8
14-12-2021,hyderabad to delhi,NNIR,2.3,1.4
14-12-2021,mumbai to delhi,NNIR,17.5,4.5
14-12-2021,delhi to delhi vsb,NNIR,18,3.3
14-12-2021,mumbai to pune,NWIR,54.6,6.4
14-12-2021,hyderabad to pune,NWIR,50.1,3.9
14-12-2021,hyderabad to mumbai 2,NWIR,51.1,1.8
14-12-2021,ahmadabad to mumbai,NR,9.1,0.8
14-12-2021,mumbai - mumbai vsb ,NR,215.9,7.8
14-12-2021,hyderabad to kolu,NR,1.2,0.07
14-12-2021,ernakullam to kadappa,NR,9.7,0.07
21-12-2021,chennai to kadappa,EIR,140.6,6
21-12-2021,chennai to chennai vsb,EIR,124.4,1.3
21-12-2021,chennai to hyderabad,EIR,110.4,0.7
21-12-2021,hyderabad to kadappa 1,GCIR,142.6,2.6
21-12-2021,kadappa to mumbai,GCIR,113.4,6.4
21-12-2021,hyderabad to mumbai 2 1,GCIR,104.5,2
21-12-2021,hyderabad to kadappa 2,NKCIR,11,3.5
21-12-2021,kadappa to pune,NKCIR,16.5,2.7
21-12-2021,delhi to noida,NNCIR,10.4,2.9
21-12-2021,gurgaon to delhi,NNCIR,8.3,0.9
21-12-2021,gurgaon to noida,NNCIR,8.2,0.9
21-12-2021,hyderabad to delhi,NNIR,2.3,2
21-12-2021,mumbai to delhi,NNIR,17.5,3.4
21-12-2021,delhi to delhi vsb,NNIR,17.9,2.4
21-12-2021,mumbai to pune,NWIR,54.6,1.9
21-12-2021,hyderabad to pune,NWIR,49.1,4.2
21-12-2021,hyderabad to mumbai 2,NWIR,50.1,2
21-12-2021,ahmadabad to mumbai,NR,9.1,0.8
21-12-2021,mumbai - mumbai vsb ,NR,221.1,5.3
21-12-2021,hyderabad to kolu,NR,1.2,0.13
21-12-2021,ernakullam to kadappa,NR,9.7,0.42
28-12-2021,chennai to kadappa,EIR,140.6,6
28-12-2021,chennai to chennai vsb,EIR,124.4,1.3
28-12-2021,chennai to hyderabad,EIR,110.4,0.7
28-12-2021,hyderabad to kadappa 1,GCIR,142.6,2.6
28-12-2021,kadappa to mumbai,GCIR,113.4,6.4
28-12-2021,hyderabad to mumbai 2 1,GCIR,104.5,2
28-12-2021,hyderabad to kadappa 2,NKCIR,11,3.5
28-12-2021,kadappa to pune,NKCIR,16.5,2.7
28-12-2021,delhi to noida,NNCIR,10.4,2.9
28-12-2021,gurgaon to delhi,NNCIR,8.3,0.9
28-12-2021,gurgaon to noida,NNCIR,8.2,0.9
28-12-2021,hyderabad to delhi,NNIR,2.3,2
28-12-2021,mumbai to delhi,NNIR,17.5,3.4
28-12-2021,delhi to delhi vsb,NNIR,17.9,2.4
28-12-2021,mumbai to pune,NWIR,54.6,1.9
28-12-2021,hyderabad to pune,NWIR,49.1,4.2
28-12-2021,hyderabad to mumbai 2,NWIR,50.1,2
28-12-2021,ahmadabad to mumbai,NR,9.1,0.8
28-12-2021,mumbai - mumbai vsb ,NR,221.1,5.3
28-12-2021,hyderabad to kolu,NR,1.2,0.13
28-12-2021,ernakullam to kadappa,NR,9.7,0.42
04-01-2022,chennai to kadappa,EIR,140.6,6.2
04-01-2022,chennai to chennai vsb,EIR,127.5,1.6
04-01-2022,chennai to hyderabad,EIR,113.5,1.6
04-01-2022,hyderabad to kadappa 1,GCIR,142.8,3.6
04-01-2022,kadappa to mumbai,GCIR,113.6,6.5
04-01-2022,hyderabad to mumbai 2 1,GCIR,104,3.7
04-01-2022,hyderabad to kadappa 2,NKCIR,15,3.5
04-01-2022,kadappa to pune,NKCIR,16.5,3
04-01-2022,delhi to noida,NNCIR,10.4,2.5
04-01-2022,gurgaon to delhi,NNCIR,8.3,0.9
04-01-2022,gurgaon to noida,NNCIR,8.2,1
04-01-2022,hyderabad to delhi,NNIR,2.3,1.4
04-01-2022,mumbai to delhi,NNIR,17.5,3.5
04-01-2022,delhi to delhi vsb,NNIR,17.9,2.4
04-01-2022,mumbai to pune,NWIR,54.7,6
04-01-2022,hyderabad to pune,NWIR,49.2,4
04-01-2022,hyderabad to mumbai 2,NWIR,50.2,2.3
04-01-2022,ahmadabad to mumbai,NR,9.1,0.8
04-01-2022,mumbai - mumbai vsb ,NR,221.4,7.3
04-01-2022,hyderabad to kolu,NR,1.17,0.83
04-01-2022,ernakullam to kadappa,NR,9.7,0.0591
11-01-2022,chennai to kadappa,EIR,140.6,6.8
11-01-2022,chennai to chennai vsb,EIR,127.5,1.2
11-01-2022,chennai to hyderabad,EIR,113.5,0.5
11-01-2022,hyderabad to kadappa 1,GCIR,142.8,1.4
11-01-2022,kadappa to mumbai,GCIR,113.6,5.8
11-01-2022,hyderabad to mumbai 2 1,GCIR,104.8,0.6
11-01-2022,hyderabad to kadappa 2,NKCIR,15,0.9
11-01-2022,kadappa to pune,NKCIR,16.5,2
11-01-2022,delhi to noida,NNCIR,10.4,2.5
11-01-2022,gurgaon to delhi,NNCIR,8.3,0.155
11-01-2022,gurgaon to noida,NNCIR,8.2,1.1
11-01-2022,hyderabad to delhi,NNIR,2.3,1.4
11-01-2022,mumbai to delhi,NNIR,17.5,3.3
11-01-2022,delhi to delhi vsb,NNIR,17.9,1.6
11-01-2022,mumbai to pune,NWIR,54.7,6.4
11-01-2022,hyderabad to pune,NWIR,49.2,3.4
11-01-2022,hyderabad to mumbai 2,NWIR,50.2,1.5
11-01-2022,ahmadabad to mumbai,NR,9.2,0.845
11-01-2022,mumbai - mumbai vsb ,NR,221,5
11-01-2022,hyderabad to kolu,NR,1.17,0.064
11-01-2022,ernakullam to kadappa,NR,9.7,0.062
18-01-2022,chennai to kadappa,EIR,140.6,6.8
18-01-2022,chennai to chennai vsb,EIR,127.5,1.2
18-01-2022,chennai to hyderabad,EIR,113.5,0.5
18-01-2022,hyderabad to kadappa 1,GCIR,142.8,1.4
18-01-2022,kadappa to mumbai,GCIR,113.6,5.8
18-01-2022,hyderabad to mumbai 2 1,GCIR,104.8,0.6
18-01-2022,hyderabad to kadappa 2,NKCIR,15,0.9
18-01-2022,kadappa to pune,NKCIR,16.5,2
18-01-2022,delhi to noida,NNCIR,10.4,2.5
18-01-2022,gurgaon to delhi,NNCIR,8.3,0.155
18-01-2022,gurgaon to noida,NNCIR,8.2,1.1
18-01-2022,hyderabad to delhi,NNIR,2.3,1.4
18-01-2022,mumbai to delhi,NNIR,17.5,3.3
18-01-2022,delhi to delhi vsb,NNIR,17.9,1.6
18-01-2022,mumbai to pune,NWIR,54.7,6.4
18-01-2022,hyderabad to pune,NWIR,49.2,3.4
18-01-2022,hyderabad to mumbai 2,NWIR,50.2,1.5
18-01-2022,ahmadabad to mumbai,NR,9.2,0.845
18-01-2022,mumbai - mumbai vsb ,NR,221,5
18-01-2022,hyderabad to kolu,NR,1.17,0.064
18-01-2022,ernakullam to kadappa,NR,9.7,0.062
25-01-2022,chennai to kadappa,EIR,140.6,7.9
25-01-2022,chennai to chennai vsb,EIR,127.5,1.7
25-01-2022,chennai to hyderabad,EIR,113.5,1
25-01-2022,hyderabad to kadappa 1,GCIR,150.3,1.8
25-01-2022,kadappa to mumbai,GCIR,122,3
25-01-2022,hyderabad to mumbai 2 1,GCIR,113.8,1.4
25-01-2022,hyderabad to kadappa 2,NKCIR,15,0.8
25-01-2022,kadappa to pune,NKCIR,16.5,2
25-01-2022,delhi to noida,NNCIR,10.4,1.3
25-01-2022,gurgaon to delhi,NNCIR,8.3,0.86
25-01-2022,gurgaon to noida,NNCIR,8.2,0.821
25-01-2022,hyderabad to delhi,NNIR,2.3,1.6
25-01-2022,mumbai to delhi,NNIR,17.5,2.3
25-01-2022,delhi to delhi vsb,NNIR,17.9,2.1
25-01-2022,mumbai to pune,NWIR,54.7,5.8
25-01-2022,hyderabad to pune,NWIR,49.2,2.5
25-01-2022,hyderabad to mumbai 2,NWIR,50.2,2.4
25-01-2022,ahmadabad to mumbai,NR,9.2,2.8
25-01-2022,mumbai - mumbai vsb ,NR,239,8.3
25-01-2022,hyderabad to kolu,NR,1.17,0.117
25-01-2022,ernakullam to kadappa,NR,9.7,0.062
01-02-2022,chennai to kadappa,EIR,140.6,12.5
01-02-2022,chennai to chennai vsb,EIR,126.4,2
01-02-2022,chennai to hyderabad,EIR,112.3,1.2
01-02-2022,hyderabad to kadappa 1,GCIR,149.4,2.6
01-02-2022,kadappa to mumbai,GCIR,121,4.4
01-02-2022,hyderabad to mumbai 2 1,GCIR,112.7,2
01-02-2022,hyderabad to kadappa 2,NKCIR,17.5,1.2
01-02-2022,kadappa to pune,NKCIR,16.5,2.5
01-02-2022,delhi to noida,NNCIR,10.5,1.4
01-02-2022,gurgaon to delhi,NNCIR,8.3,0.494
01-02-2022,gurgaon to noida,NNCIR,8.2,0.661
01-02-2022,hyderabad to delhi,NNIR,2.3,1.4
01-02-2022,mumbai to delhi,NNIR,17.5,2.4
01-02-2022,delhi to delhi vsb,NNIR,17.9,1.9
01-02-2022,mumbai to pune,NWIR,54.7,5.8
01-02-2022,hyderabad to pune,NWIR,49.2,2.3
01-02-2022,hyderabad to mumbai 2,NWIR,50.2,1.7
01-02-2022,ahmadabad to mumbai,NR,9.2,3
01-02-2022,mumbai - mumbai vsb ,NR,239,9.4
01-02-2022,hyderabad to kolu,NR,1.17,0.0896
01-02-2022,ernakullam to kadappa,NR,9.7,0.016
08-02-2022,chennai to kadappa,EIR,140.6,6.4
08-02-2022,chennai to chennai vsb,EIR,126.4,1.8
08-02-2022,chennai to hyderabad,EIR,112.3,0.967
08-02-2022,hyderabad to kadappa 1,GCIR,149.4,2.7
08-02-2022,kadappa to mumbai,GCIR,121,7.6
08-02-2022,hyderabad to mumbai 2 1,GCIR,112.7,2.5
08-02-2022,hyderabad to kadappa 2,NKCIR,17.5,1.6
08-02-2022,kadappa to pune,NKCIR,16.5,1.4
08-02-2022,delhi to noida,NNCIR,10.5,1.3
08-02-2022,gurgaon to delhi,NNCIR,8.3,0.085
08-02-2022,gurgaon to noida,NNCIR,8.2,0.779
08-02-2022,hyderabad to delhi,NNIR,2.3,1.4
08-02-2022,mumbai to delhi,NNIR,17.5,3.1
08-02-2022,delhi to delhi vsb,NNIR,17.9,1.5
08-02-2022,mumbai to pune,NWIR,54.7,5.8
08-02-2022,hyderabad to pune,NWIR,49.2,2.4
08-02-2022,hyderabad to mumbai 2,NWIR,50.2,1.8
08-02-2022,ahmadabad to mumbai,NR,9.2,3
08-02-2022,mumbai - mumbai vsb ,NR,239,9.1
08-02-2022,hyderabad to kolu,NR,1.17,0.0896
08-02-2022,ernakullam to kadappa,NR,9.7,0.0356
15-02-2022,chennai to kadappa,EIR,140,13.7
15-02-2022,chennai to chennai vsb,EIR,126.4,6.8
15-02-2022,chennai to hyderabad,EIR,112.3,6.6
15-02-2022,hyderabad to kadappa 1,GCIR,149.4,1.5
15-02-2022,kadappa to mumbai,GCIR,121,6.8
15-02-2022,hyderabad to mumbai 2 1,GCIR,112.7,5.8
15-02-2022,hyderabad to kadappa 2,NKCIR,17.5,0.825
15-02-2022,kadappa to pune,NKCIR,16.5,1.5
15-02-2022,delhi to noida,NNCIR,10.5,2.9
15-02-2022,gurgaon to delhi,NNCIR,8.3,1
15-02-2022,gurgaon to noida,NNCIR,8.2,1.1
15-02-2022,hyderabad to delhi,NNIR,2.3,1.4
15-02-2022,mumbai to delhi,NNIR,17.5,4
15-02-2022,delhi to delhi vsb,NNIR,17.9,2.4
15-02-2022,mumbai to pune,NWIR,56.6,5.5
15-02-2022,hyderabad to pune,NWIR,49.2,3.4
15-02-2022,hyderabad to mumbai 2,NWIR,50.2,3.7
15-02-2022,ahmadabad to mumbai,NR,9.2,3
15-02-2022,mumbai - mumbai vsb ,NR,234,8.2
15-02-2022,hyderabad to kolu,NR,1.17,0.14
15-02-2022,ernakullam to kadappa,NR,9.7,0.0507
22-02-2022,chennai to kadappa,EIR,140,14.5
22-02-2022,chennai to chennai vsb,EIR,126.4,6.4
22-02-2022,chennai to hyderabad,EIR,112.3,1.7
22-02-2022,hyderabad to kadappa 1,GCIR,149.4,4.9
22-02-2022,kadappa to mumbai,GCIR,121,0
22-02-2022,hyderabad to mumbai 2 1,GCIR,112.7,1.4
22-02-2022,hyderabad to kadappa 2,NKCIR,17.5,0.809
22-02-2022,kadappa to pune,NKCIR,16.5,1.5
22-02-2022,delhi to noida,NNCIR,10.5,1.4
22-02-2022,gurgaon to delhi,NNCIR,8.3,0.105
22-02-2022,gurgaon to noida,NNCIR,8.2,0.724
22-02-2022,hyderabad to delhi,NNIR,2.3,1.4
22-02-2022,mumbai to delhi,NNIR,17.5,2.3
22-02-2022,delhi to delhi vsb,NNIR,17.9,1.5
22-02-2022,mumbai to pune,NWIR,56.6,5.5
22-02-2022,hyderabad to pune,NWIR,49.2,2.8
22-02-2022,hyderabad to mumbai 2,NWIR,50.2,2.7
22-02-2022,ahmadabad to mumbai,NR,9.2,2.9
22-02-2022,mumbai - mumbai vsb ,NR,234,0
22-02-2022,hyderabad to kolu,NR,1.17,0.139
22-02-2022,ernakullam to kadappa,NR,9.7,0
01-03-2022,chennai to kadappa,EIR,140,13.18
01-03-2022,chennai to chennai vsb,EIR,126.4,1.6
01-03-2022,chennai to hyderabad,EIR,112.3,0.537
01-03-2022,hyderabad to kadappa 1,GCIR,149.4,4.3
01-03-2022,kadappa to mumbai,GCIR,121,0
01-03-2022,hyderabad to mumbai 2 1,GCIR,113,0.674
01-03-2022,hyderabad to kadappa 2,NKCIR,17.5,0.83
01-03-2022,kadappa to pune,NKCIR,16.5,1.8
01-03-2022,delhi to noida,NNCIR,10.5,1
01-03-2022,gurgaon to delhi,NNCIR,8.3,0.000207
01-03-2022,gurgaon to noida,NNCIR,8.2,0.288
01-03-2022,hyderabad to delhi,NNIR,2.8,1.4
01-03-2022,mumbai to delhi,NNIR,18,2.3
01-03-2022,delhi to delhi vsb,NNIR,18.5,1.5
01-03-2022,mumbai to pune,NWIR,56.6,6.8
01-03-2022,hyderabad to pune,NWIR,49.2,2.4
01-03-2022,hyderabad to mumbai 2,NWIR,50.2,1.5
01-03-2022,ahmadabad to mumbai,NR,9.2,1.6
01-03-2022,mumbai - mumbai vsb ,NR,234,0
01-03-2022,hyderabad to kolu,NR,1.17,0.043
01-03-2022,ernakullam to kadappa,NR,9.7,0
08-03-2022,chennai to kadappa,EIR,140,15
08-03-2022,chennai to chennai vsb,EIR,126.4,5.4
08-03-2022,chennai to hyderabad,EIR,112.3,5.3
08-03-2022,hyderabad to kadappa 1,GCIR,149.4,3.8
08-03-2022,kadappa to mumbai,GCIR,121,0
08-03-2022,hyderabad to mumbai 2 1,GCIR,113,0.681
08-03-2022,hyderabad to kadappa 2,NKCIR,17.5,0.83
08-03-2022,kadappa to pune,NKCIR,16.5,1.8
08-03-2022,delhi to noida,NNCIR,10.5,1.4
08-03-2022,gurgaon to delhi,NNCIR,8.3,0.501
08-03-2022,gurgaon to noida,NNCIR,8.2,0.589
08-03-2022,hyderabad to delhi,NNIR,2.8,1.5
08-03-2022,mumbai to delhi,NNIR,18,2.4
08-03-2022,delhi to delhi vsb,NNIR,18.5,1.9
08-03-2022,mumbai to pune,NWIR,56.6,6.4
08-03-2022,hyderabad to pune,NWIR,49.2,2.6
08-03-2022,hyderabad to mumbai 2,NWIR,50.2,2.7
08-03-2022,ahmadabad to mumbai,NR,9.2,3
08-03-2022,mumbai - mumbai vsb ,NR,234,0
08-03-2022,hyderabad to kolu,NR,1.17,0.077
08-03-2022,ernakullam to kadappa,NR,9.7,0
15-03-2022,chennai to kadappa,EIR,140,0
15-03-2022,chennai to chennai vsb,EIR,126,3.9
15-03-2022,chennai to hyderabad,EIR,111.7,4.5
15-03-2022,hyderabad to kadappa 1,GCIR,149.2,0
15-03-2022,kadappa to mumbai,GCIR,121,0
15-03-2022,hyderabad to mumbai 2 1,GCIR,113,2.6
15-03-2022,hyderabad to kadappa 2,NKCIR,17.5,0
15-03-2022,kadappa to pune,NKCIR,16.8,0
15-03-2022,delhi to noida,NNCIR,10.8,1.4
15-03-2022,gurgaon to delhi,NNCIR,8.6,0.583
15-03-2022,gurgaon to noida,NNCIR,8.5,0.735
15-03-2022,hyderabad to delhi,NNIR,3.1,1.5
15-03-2022,mumbai to delhi,NNIR,18.8,2.6
15-03-2022,delhi to delhi vsb,NNIR,18.8,1.9
15-03-2022,mumbai to pune,NWIR,56.9,6.7
15-03-2022,hyderabad to pune,NWIR,49.5,3.2
15-03-2022,hyderabad to mumbai 2,NWIR,50.5,1.8
15-03-2022,ahmadabad to mumbai,NR,9.1,3
15-03-2022,mumbai - mumbai vsb ,NR,237.7,0
15-03-2022,hyderabad to kolu,NR,1.17,0.0922
15-03-2022,ernakullam to kadappa,NR,10,0
22-03-2022,chennai to kadappa,EIR,136.8,0
22-03-2022,chennai to chennai vsb,EIR,126,8.2
22-03-2022,chennai to hyderabad,EIR,111.7,8.3
22-03-2022,hyderabad to kadappa 1,GCIR,149,0
22-03-2022,kadappa to mumbai,GCIR,121,0
22-03-2022,hyderabad to mumbai 2 1,GCIR,113,3.9
22-03-2022,hyderabad to kadappa 2,NKCIR,17.5,0
22-03-2022,kadappa to pune,NKCIR,16.8,0
22-03-2022,delhi to noida,NNCIR,10.8,1.4
22-03-2022,gurgaon to delhi,NNCIR,8.6,0.583
22-03-2022,gurgaon to noida,NNCIR,8.5,0.964
22-03-2022,hyderabad to delhi,NNIR,3.1,1.5
22-03-2022,mumbai to delhi,NNIR,18.8,2.6
22-03-2022,delhi to delhi vsb,NNIR,18.8,2.9
22-03-2022,mumbai to pune,NWIR,56.9,1.7
22-03-2022,hyderabad to pune,NWIR,49.5,3.1
22-03-2022,hyderabad to mumbai 2,NWIR,50.5,2.2
22-03-2022,ahmadabad to mumbai,NR,9.1,3
22-03-2022,mumbai - mumbai vsb ,NR,241.9,0
22-03-2022,hyderabad to kolu,NR,1.17,0.115
22-03-2022,ernakullam to kadappa,NR,10,0
29-03-2022,chennai to kadappa,EIR,136.8,
29-03-2022,chennai to chennai vsb,EIR,126,
29-03-2022,chennai to hyderabad,EIR,111.7,
29-03-2022,hyderabad to kadappa 1,GCIR,149,
29-03-2022,kadappa to mumbai,GCIR,121.4,
29-03-2022,hyderabad to mumbai 2 1,GCIR,113,
29-03-2022,hyderabad to kadappa 2,NKCIR,17.9,
29-03-2022,kadappa to pune,NKCIR,17.4,
29-03-2022,delhi to noida,NNCIR,10.8,
29-03-2022,gurgaon to delhi,NNCIR,8.6,
29-03-2022,gurgaon to noida,NNCIR,8.5,
29-03-2022,hyderabad to delhi,NNIR,3.1,
29-03-2022,mumbai to delhi,NNIR,18.8,
29-03-2022,delhi to delhi vsb,NNIR,18.8,
29-03-2022,mumbai to pune,NWIR,56.9,
29-03-2022,hyderabad to pune,NWIR,50.8,
29-03-2022,hyderabad to mumbai 2,NWIR,50.5,
29-03-2022,ahmadabad to mumbai,NR,9.1,
29-03-2022,mumbai - mumbai vsb ,NR,244.3,
29-03-2022,hyderabad to kolu,NR,1.17,
29-03-2022,ernakullam to kadappa,NR,10,
